appsPending,appsRunning,availableMB,allocatedMB,totalMB,availableVirtualCores,allocatedVirtualCores,totalVirtualCores,totalNodes,activeNodes,unhealthyNodes,shutdownNodes,cpuUsage,memoryUsage,jobId,timestamp
0,1,198656,38912,237568,195,37,232,29,29,0,0,15.9,16.4,application_1726669773678_0047,2024-09-20T16:32:51
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:32:53
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:32:55
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:32:57
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:32:59
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:01
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:03
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:05
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:07
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:09
0,1,206848,30720,237568,203,29,232,29,29,0,0,12.5,12.9,application_1726669773678_0047,2024-09-20T16:33:11
0,1,209920,27648,237568,206,26,232,29,29,0,0,11.2,11.6,application_1726669773678_0047,2024-09-20T16:33:13
0,1,210944,26624,237568,207,25,232,29,29,0,0,10.8,11.2,application_1726669773678_0047,2024-09-20T16:33:15
0,1,215040,22528,237568,211,21,232,29,29,0,0,9.1,9.5,application_1726669773678_0047,2024-09-20T16:33:17
0,1,218112,19456,237568,214,18,232,29,29,0,0,7.8,8.2,application_1726669773678_0047,2024-09-20T16:33:19
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0047,2024-09-20T16:33:21
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0047,2024-09-20T16:33:23
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0047,2024-09-20T16:33:25
0,1,219136,18432,237568,215,17,232,29,29,0,0,7.3,7.8,application_1726669773678_0047,2024-09-20T16:33:27
